PMID	Journal	Title	Abstract	Year	URL
32989287	Nat Hum Behav	Genome-wide association study identifies 48 common genetic variants associated with handedness.	Handedness has been extensively studied because of its relationship with language and the over-representation of left-handers in some neurodevelopmental disorders. Using data from the UK Biobank, 23andMe and the International Handedness Consortium, we conducted a genome-wide association meta-analysis of handedness (N = 1,766,671). We found 41 loci associated (P < 5 × 10	2021	https://ncbi.nlm.nih.gov/pubmed/32989287
29358691	Nat Commun	Re-analysis of public genetic data reveals a rare X-chromosomal variant associated with type 2 diabetes.	The reanalysis of existing GWAS data represents a powerful and cost-effective opportunity to gain insights into the genetics of complex diseases. By reanalyzing publicly available type 2 diabetes (T2D) genome-wide association studies (GWAS) data for 70,127 subjects, we identify seven novel associated regions, five driven by common variants (LYPLAL1, NEUROG3, CAMKK2, ABO, and GIP genes), one by a low-frequency (EHMT2), and one driven by a rare variant in chromosome Xq23, rs146662057, associated with a twofold increased risk for T2D in males. rs146662057 is located within an active enhancer associated with the expression of Angiotensin II Receptor type 2 gene (AGTR2), a modulator of insulin sensitivity, and exhibits allelic specific activity in muscle cells. Beyond providing insights into the genetics and pathophysiology of T2D, these results also underscore the value of reanalyzing publicly available data using novel genetic resources and analytical approaches.	2018	https://ncbi.nlm.nih.gov/pubmed/29358691
30061737	Nat Genet	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	To identify genetic variation underlying atrial fibrillation, the most common cardiac arrhythmia, we performed a genome-wide association study of >1,000,000 people, including 60,620 atrial fibrillation cases and 970,216 controls. We identified 142 independent risk variants at 111 loci and prioritized 151 functional candidate genes likely to be involved in atrial fibrillation. Many of the identified risk variants fall near genes where more deleterious mutations have been reported to cause serious heart defects in humans (GATA4, MYH6, NKX2-5, PITX2, TBX5)	2018	https://ncbi.nlm.nih.gov/pubmed/30061737
30820047	Nat Genet	Genetic meta-analysis of diagnosed Alzheimer's disease identifies new risk loci and implicates Aβ, tau, immunity and lipid processing.	Risk for late-onset Alzheimer's disease (LOAD), the most prevalent dementia, is partially driven by genetics. To identify LOAD risk loci, we performed a large genome-wide association meta-analysis of clinically diagnosed LOAD (94,437 individuals). We confirm 20 previous LOAD risk loci and identify five new genome-wide loci (IQCK, ACE, ADAM10, ADAMTS1, and WWOX), two of which (ADAM10, ACE) were identified in a recent genome-wide association (GWAS)-by-familial-proxy of Alzheimer's or dementia. Fine-mapping of the human leukocyte antigen (HLA) region confirms the neurological and immune-mediated disease haplotype HLA-DR15 as a risk factor for LOAD. Pathway analysis implicates immunity, lipid metabolism, tau binding proteins, and amyloid precursor protein (APP) metabolism, showing that genetic variants affecting APP and Aβ processing are associated not only with early-onset autosomal dominant Alzheimer's disease but also with LOAD. Analyses of risk genes and pathways show enrichment for rare variants (P = 1.32 × 10	2019	https://ncbi.nlm.nih.gov/pubmed/30820047
22886559	Hum Genet	Genome-wide association study of glioma and meta-analysis.	Gliomas account for approximately 80 % of all primary malignant brain tumors and, despite improvements in clinical care over the last 20 years, remain among the most lethal tumors, underscoring the need for gaining new insights that could translate into clinical advances. Recent genome-wide association studies (GWAS) have identified seven new susceptibility regions. We conducted a new independent GWAS of glioma using 1,856 cases and 4,955 controls (from 14 cohort studies, 3 case-control studies, and 1 population-based case-only study) and found evidence of strong replication for three of the seven previously reported associations at 20q13.33 (RTEL), 5p15.33 (TERT), and 9p21.3 (CDKN2BAS), and consistent association signals for the remaining four at 7p11.2 (EGFR both loci), 8q24.21 (CCDC26) and 11q23.3 (PHLDB1). The direction and magnitude of the signal were consistent for samples from cohort and case-control studies, but the strength of the association was more pronounced for loci rs6010620 (20q,13.33; RTEL) and rs2736100 (5p15.33, TERT) in cohort studies despite the smaller number of cases in this group, likely due to relatively more higher grade tumors being captured in the cohort studies. We further examined the 85 most promising single nucleotide polymorphism (SNP) markers identified in our study in three replication sets (5,015 cases and 11,601 controls), but no new markers reached genome-wide significance. Our findings suggest that larger studies focusing on novel approaches as well as specific tumor subtypes or subgroups will be required to identify additional common susceptibility loci for glioma risk.	2012	https://ncbi.nlm.nih.gov/pubmed/22886559
30929738	Am J Hum Genet	Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct.	The extent to which genetic risk factors are shared between childhood-onset (COA) and adult-onset (AOA) asthma has not been estimated. On the basis of data from the UK Biobank study (n = 447,628), we found that the variance in disease liability explained by common variants is higher for COA (onset at ages between 0 and 19 years; h	2019	https://ncbi.nlm.nih.gov/pubmed/30929738
25451450	J Affect Disord	Genome wide association study identifies variants in NBEA associated with migraine in bipolar disorder.	"BACKGROUND: Migraine is a common comorbidity among individuals with bipolar disorder, but the underlying mechanisms for this co-occurrence are poorly understood. The aim of this study was to investigate the genetic background of bipolar patients with and without migraine.
METHODS: We performed a genome-wide association analysis contrasting 460 bipolar migraneurs with 914 bipolar patients without migraine from the Bipolar Genome Study (BiGS).
RESULTS: We identified one genome-wide significant association between migraine in bipolar disorder patients and rs1160720, an intronic single nucleotide polymorphism (SNP) in the NBEA gene (P=2.97 × 10(-8), OR: 1.82, 95% CI: 1.47-2.25), although this was not replicated in a smaller sample of 289 migraine cases.
LIMITATIONS: Our study is based on self-reported migraine.
CONCLUSIONS: NBEA encodes neurobeachin, a scaffolding protein primarily expressed in the brain and involved in trafficking of vesicles containing neurotransmitter receptors. This locus has not previously been implicated in migraine per se. We found no evidence of association in data from the GWAS migraine meta-analysis consortium (n=118,710 participants) suggesting that the association might be specific to migraine co-morbid with bipolar disorder."	2015	https://ncbi.nlm.nih.gov/pubmed/25451450
29892016	Nat Genet	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Genome-wide association studies (GWAS) and fine-mapping efforts to date have identified more than 100 prostate cancer (PrCa)-susceptibility loci. We meta-analyzed genotype data from a custom high-density array of 46,939 PrCa cases and 27,910 controls of European ancestry with previously genotyped data of 32,255 PrCa cases and 33,202 controls of European ancestry. Our analysis identified 62 novel loci associated (P < 5.0 × 10	2018	https://ncbi.nlm.nih.gov/pubmed/29892016
33532862	Eur Heart J	Genome-wide analysis identifies novel susceptibility loci for myocardial infarction.	"AIMS: While most patients with myocardial infarction (MI) have underlying coronary atherosclerosis, not all patients with coronary artery disease (CAD) develop MI. We sought to address the hypothesis that some of the genetic factors which establish atherosclerosis may be distinct from those that predispose to vulnerable plaques and thrombus formation.
METHODS AND RESULTS: We carried out a genome-wide association study for MI in the UK Biobank (n∼472 000), followed by a meta-analysis with summary statistics from the CARDIoGRAMplusC4D Consortium (n∼167 000). Multiple independent replication analyses and functional approaches were used to prioritize loci and evaluate positional candidate genes. Eight novel regions were identified for MI at the genome wide significance level, of which effect sizes at six loci were more robust for MI than for CAD without the presence of MI. Confirmatory evidence for association of a locus on chromosome 1p21.3 harbouring choline-like transporter 3 (SLC44A3) with MI in the context of CAD, but not with coronary atherosclerosis itself, was obtained in Biobank Japan (n∼165 000) and 16 independent angiography-based cohorts (n∼27 000). Follow-up analyses did not reveal association of the SLC44A3 locus with CAD risk factors, biomarkers of coagulation, other thrombotic diseases, or plasma levels of a broad array of metabolites, including choline, trimethylamine N-oxide, and betaine. However, aortic expression of SLC44A3 was increased in carriers of the MI risk allele at chromosome 1p21.3, increased in ischaemic (vs. non-diseased) coronary arteries, up-regulated in human aortic endothelial cells treated with interleukin-1β (vs. vehicle), and associated with smooth muscle cell migration in vitro.
CONCLUSIONS: A large-scale analysis comprising ∼831 000 subjects revealed novel genetic determinants of MI and implicated SLC44A3 in the pathophysiology of vulnerable plaques."	2021	https://ncbi.nlm.nih.gov/pubmed/33532862
22057235	Nat Genet	Dense genotyping identifies and localizes multiple common and rare variant association signals in celiac disease.	Using variants from the 1000 Genomes Project pilot European CEU dataset and data from additional resequencing studies, we densely genotyped 183 non-HLA risk loci previously associated with immune-mediated diseases in 12,041 individuals with celiac disease (cases) and 12,228 controls. We identified 13 new celiac disease risk loci reaching genome-wide significance, bringing the number of known loci (including the HLA locus) to 40. We found multiple independent association signals at over one-third of these loci, a finding that is attributable to a combination of common, low-frequency and rare genetic variants. Compared to previously available data such as those from HapMap3, our dense genotyping in a large sample collection provided a higher resolution of the pattern of linkage disequilibrium and suggested localization of many signals to finer scale regions. In particular, 29 of the 54 fine-mapped signals seemed to be localized to single genes and, in some instances, to gene regulatory elements. Altogether, we define the complex genetic architecture of the risk regions of and refine the risk signals for celiac disease, providing the next step toward uncovering the causal mechanisms of the disease.	2011	https://ncbi.nlm.nih.gov/pubmed/22057235
31740837	Nat Genet	Comparative genetic architectures of schizophrenia in East Asian and European populations.	Schizophrenia is a debilitating psychiatric disorder with approximately 1% lifetime risk globally. Large-scale schizophrenia genetic studies have reported primarily on European ancestry samples, potentially missing important biological insights. Here, we report the largest study to date of East Asian participants (22,778 schizophrenia cases and 35,362 controls), identifying 21 genome-wide-significant associations in 19 genetic loci. Common genetic variants that confer risk for schizophrenia have highly similar effects between East Asian and European ancestries (genetic correlation = 0.98 ± 0.03), indicating that the genetic basis of schizophrenia and its biology are broadly shared across populations. A fixed-effect meta-analysis including individuals from East Asian and European ancestries identified 208 significant associations in 176 genetic loci (53 novel). Trans-ancestry fine-mapping reduced the sets of candidate causal variants in 44 loci. Polygenic risk scores had reduced performance when transferred across ancestries, highlighting the importance of including sufficient samples of major ancestral groups to ensure their generalizability across populations.	2019	https://ncbi.nlm.nih.gov/pubmed/31740837
26394269	Nat Commun	International genome-wide meta-analysis identifies new primary biliary cirrhosis risk loci and targetable pathogenic pathways.	Primary biliary cirrhosis (PBC) is a classical autoimmune liver disease for which effective immunomodulatory therapy is lacking. Here we perform meta-analyses of discovery data sets from genome-wide association studies of European subjects (n=2,764 cases and 10,475 controls) followed by validation genotyping in an independent cohort (n=3,716 cases and 4,261 controls). We discover and validate six previously unknown risk loci for PBC (Pcombined<5 × 10(-8)) and used pathway analysis to identify JAK-STAT/IL12/IL27 signalling and cytokine-cytokine pathways, for which relevant therapies exist.	2015	https://ncbi.nlm.nih.gov/pubmed/26394269
28931804	Nat Commun	Cross-ethnic meta-analysis identifies association of the GPX3-TNIP1 locus with amyotrophic lateral sclerosis.	Cross-ethnic genetic studies can leverage power from differences in disease epidemiology and population-specific genetic architecture. In particular, the differences in linkage disequilibrium and allele frequency patterns across ethnic groups may increase gene-mapping resolution. Here we use cross-ethnic genetic data in sporadic amyotrophic lateral sclerosis (ALS), an adult-onset, rapidly progressing neurodegenerative disease. We report analyses of novel genome-wide association study data of 1,234 ALS cases and 2,850 controls. We find a significant association of rs10463311 spanning GPX3-TNIP1 with ALS (p = 1.3 × 10	2017	https://ncbi.nlm.nih.gov/pubmed/28931804
26651848	Am J Respir Crit Care Med	High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.	"RATIONALE: Sarcoidosis is a multisystem disease of unknown cause. Löfgren's syndrome (LS) is a characteristic subgroup of sarcoidosis that is associated with a good prognosis in sarcoidosis. However, little is known about its genetic architecture or its broader phenotype, non-LS sarcoidosis.
OBJECTIVES: To address the genetic architecture of sarcoidosis phenotypes, LS and non-LS.
METHODS: An association study in a white Swedish cohort of 384 LS, 664 non-LS, and 2,086 control subjects, totaling 3,134 subjects using a fine-mapping genotyping platform was conducted. Replication was performed in four independent cohorts, three of white European descent (Germany, n = 4,975; the Netherlands, n = 613; and Czech Republic, n = 521), and one of black African descent (United States, n = 1,657), totaling 7,766 subjects.
MEASUREMENTS AND MAIN RESULTS: A total of 727 LS-associated variants expanding throughout the extended major histocompatibility complex (MHC) region and 68 non-LS-associated variants located in the MHC class II region were identified and confirmed. A shared overlap between LS and non-LS defined by 17 variants located in the MHC class II region was found. Outside the MHC region, two LS-associated loci, in ADCY3 and between CSMD1 and MCPH1, were observed and replicated.
CONCLUSIONS: Comprehensive and integrative analyses of genetics, transcription, and pathway modeling on LS and non-LS indicates that these sarcoidosis phenotypes have different genetic susceptibility, genomic distributions, and cellular activities, suggesting distinct molecular mechanisms in pathways related to immune response with a common region."	2016	https://ncbi.nlm.nih.gov/pubmed/26651848
23202125	Nat Genet	Large-scale association analysis identifies new risk loci for coronary artery disease.	Coronary artery disease (CAD) is the commonest cause of death. Here, we report an association analysis in 63,746 CAD cases and 130,681 controls identifying 15 loci reaching genome-wide significance, taking the number of susceptibility loci for CAD to 46, and a further 104 independent variants (r(2) < 0.2) strongly associated with CAD at a 5% false discovery rate (FDR). Together, these variants explain approximately 10.6% of CAD heritability. Of the 46 genome-wide significant lead SNPs, 12 show a significant association with a lipid trait, and 5 show a significant association with blood pressure, but none is significantly associated with diabetes. Network analysis with 233 candidate genes (loci at 10% FDR) generated 5 interaction networks comprising 85% of these putative genes involved in CAD. The four most significant pathways mapping to these networks are linked to lipid metabolism and inflammation, underscoring the causal role of these activities in the genetic etiology of CAD. Our study provides insights into the genetic basis of CAD and identifies key biological pathways.	2013	https://ncbi.nlm.nih.gov/pubmed/23202125
30598549	Nat Genet	An atlas of genetic influences on osteoporosis in humans and mice.	Osteoporosis is a common aging-related disease diagnosed primarily using bone mineral density (BMD). We assessed genetic determinants of BMD as estimated by heel quantitative ultrasound in 426,824 individuals, identifying 518 genome-wide significant loci (301 novel), explaining 20% of its variance. We identified 13 bone fracture loci, all associated with estimated BMD (eBMD), in ~1.2 million individuals. We then identified target genes enriched for genes known to influence bone density and strength (maximum odds ratio (OR) = 58, P = 1 × 10	2019	https://ncbi.nlm.nih.gov/pubmed/30598549
27089181	Nat Genet	Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.	Very few genetic variants have been associated with depression and neuroticism, likely because of limitations on sample size in previous studies. Subjective well-being, a phenotype that is genetically correlated with both of these traits, has not yet been studied with genome-wide data. We conducted genome-wide association studies of three phenotypes: subjective well-being (n = 298,420), depressive symptoms (n = 161,460), and neuroticism (n = 170,911). We identify 3 variants associated with subjective well-being, 2 variants associated with depressive symptoms, and 11 variants associated with neuroticism, including 2 inversion polymorphisms. The two loci associated with depressive symptoms replicate in an independent depression sample. Joint analyses that exploit the high genetic correlations between the phenotypes (|ρ^| ≈ 0.8) strengthen the overall credibility of the findings and allow us to identify additional variants. Across our phenotypes, loci regulating expression in central nervous system and adrenal or pancreas tissues are strongly enriched for association.	2016	https://ncbi.nlm.nih.gov/pubmed/27089181
27329760	Hum Mol Genet	Genome-wide association study of 40,000 individuals identifies two novel loci associated with bipolar disorder.	Bipolar disorder (BD) is a genetically complex mental illness characterized by severe oscillations of mood and behaviour. Genome-wide association studies (GWAS) have identified several risk loci that together account for a small portion of the heritability. To identify additional risk loci, we performed a two-stage meta-analysis of >9 million genetic variants in 9,784 bipolar disorder patients and 30,471 controls, the largest GWAS of BD to date. In this study, to increase power we used ∼2,000 lithium-treated cases with a long-term diagnosis of BD from the Consortium on Lithium Genetics, excess controls, and analytic methods optimized for markers on the X-chromosome. In addition to four known loci, results revealed genome-wide significant associations at two novel loci: an intergenic region on 9p21.3 (rs12553324, P =  5.87 × 10 	2016	https://ncbi.nlm.nih.gov/pubmed/27329760
30664745	Nat Genet	Identification of new therapeutic targets for osteoarthritis through genome-wide analyses of UK Biobank data.	Osteoarthritis is the most common musculoskeletal disease and the leading cause of disability globally. Here, we performed a genome-wide association study for osteoarthritis (77,052 cases and 378,169 controls), analyzing four phenotypes: knee osteoarthritis, hip osteoarthritis, knee and/or hip osteoarthritis, and any osteoarthritis. We discovered 64 signals, 52 of them novel, more than doubling the number of established disease loci. Six signals fine-mapped to a single variant. We identified putative effector genes by integrating expression quantitative trait loci (eQTL) colocalization, fine-mapping, and human rare-disease, animal-model, and osteoarthritis tissue expression data. We found enrichment for genes underlying monogenic forms of bone development diseases, and for the collagen formation and extracellular matrix organization biological pathways. Ten of the likely effector genes, including TGFB1 (transforming growth factor beta 1), FGF18 (fibroblast growth factor 18), CTSK (cathepsin K), and IL11 (interleukin 11), have therapeutics approved or in clinical trials, with mechanisms of action supportive of evaluation for efficacy in osteoarthritis.	2019	https://ncbi.nlm.nih.gov/pubmed/30664745
29777097	Transl Psychiatry	GWAS on family history of Alzheimer's disease.	Alzheimer's disease (AD) is a public health priority for the 21st century. Risk reduction currently revolves around lifestyle changes with much research trying to elucidate the biological underpinnings. We show that self-report of parental history of Alzheimer's dementia for case ascertainment in a genome-wide association study of 314,278 participants from UK Biobank (27,696 maternal cases, 14,338 paternal cases) is a valid proxy for an AD genetic study. After meta-analysing with published consortium data (n = 74,046 with 25,580 cases across the discovery and replication analyses), three new AD-associated loci (P < 5 × 10	2018	https://ncbi.nlm.nih.gov/pubmed/29777097
33197388	Lancet Respir Med	Telomere length and risk of idiopathic pulmonary fibrosis and chronic obstructive pulmonary disease: a mendelian randomisation study.	"BACKGROUND: Idiopathic pulmonary fibrosis (IPF) is a fatal lung disease accounting for 1% of UK deaths. In the familial form of pulmonary fibrosis, causal genes have been identified in about 30% of cases, and a majority of these causal genes are associated with telomere maintenance. Prematurely shortened leukocyte telomere length is associated with IPF and chronic obstructive pulmonary disease (COPD), a disease with similar demographics and shared risk factors. Using mendelian randomisation, we investigated evidence supporting a causal role for short telomeres in IPF and COPD.
METHODS: Mendelian randomisation inference of telomere length causality was done for IPF (up to 1369 cases) and COPD (13 538 cases) against 435 866 controls of European ancestry in UK Biobank. Polygenic risk scores were calculated and two-sample mendelian randomisation analyses were done using seven genetic variants previously associated with telomere length, with replication analysis in an IPF cohort (2668 cases vs 8591 controls) and COPD cohort (15 256 cases vs 47 936 controls).
FINDINGS: In the UK Biobank, a genetically instrumented one-SD shorter telomere length was associated with higher odds of IPF (odds ratio [OR] 4·19, 95% CI 2·33-7·55; p=0·0031) but not COPD (1·07, 0·88-1·30; p=0·51). Similarly, an association was found in the IPF replication cohort (12·3, 5·05-30·1; p=0·0015) and not in the COPD replication cohort (1·04, 0·71-1·53; p=0·83). Meta-analysis of the two-sample mendelian randomisation results provided evidence inferring that shorter telomeres cause IPF (5·81 higher odds of IPF, 95% CI 3·56-9·50; p=2·19 × 10
INTERPRETATION: Cellular senescence is hypothesised as a major driving force in IPF and COPD; telomere shortening might be a contributory factor in IPF, suggesting divergent mechanisms in COPD. Defining a key role for telomere shortening enables greater focus in telomere-related diagnostics, treatments, and the search for a cure in IPF. Investigation of therapies that improve telomere length is warranted.
FUNDING: Medical Research Council."	2021	https://ncbi.nlm.nih.gov/pubmed/33197388
33510174	Nat Commun	Genome-wide meta-analysis of muscle weakness identifies 15 susceptibility loci in older men and women.	Low muscle strength is an important heritable indicator of poor health linked to morbidity and mortality in older people. In a genome-wide association study meta-analysis of 256,523 Europeans aged 60 years and over from 22 cohorts we identify 15 loci associated with muscle weakness (European Working Group on Sarcopenia in Older People definition: n = 48,596 cases, 18.9% of total), including 12 loci not implicated in previous analyses of continuous measures of grip strength. Loci include genes reportedly involved in autoimmune disease (HLA-DQA1 p = 4 × 10	2021	https://ncbi.nlm.nih.gov/pubmed/33510174
33057200	Nature	Inherited myeloproliferative neoplasm risk affects haematopoietic stem cells.	Myeloproliferative neoplasms (MPNs) are blood cancers that are characterized by the excessive production of mature myeloid cells and arise from the acquisition of somatic driver mutations in haematopoietic stem cells (HSCs). Epidemiological studies indicate a substantial heritable component of MPNs that is among the highest known for cancers	2020	https://ncbi.nlm.nih.gov/pubmed/33057200
29899525	Int J Obes (Lond)	Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE.	"BACKGROUND/OBJECTIVES: Physical activity (PA) protects against a wide range of diseases. Habitual PA appears to be heritable, motivating the search for specific genetic variants that may inform efforts to promote PA and target the best type of PA for each individual.
SUBJECTS/METHODS: We used data from the UK Biobank to perform the largest genome-wide association study of PA to date, using three measures based on self-report (n
RESULTS: We identified ten loci across all PA measures that were significant in both a basic and a fully adjusted model (p < 5 × 10
CONCLUSIONS: These results provide new insight into the genetic basis of habitual PA, and the genetic links connecting PA with other traits and diseases."	2018	https://ncbi.nlm.nih.gov/pubmed/29899525
28067908	Nat Genet	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Genetic association studies have identified 215 risk loci for inflammatory bowel disease, thereby uncovering fundamental aspects of its molecular biology. We performed a genome-wide association study of 25,305 individuals and conducted a meta-analysis with published summary statistics, yielding a total sample size of 59,957 subjects. We identified 25 new susceptibility loci, 3 of which contain integrin genes that encode proteins in pathways that have been identified as important therapeutic targets in inflammatory bowel disease. The associated variants are correlated with expression changes in response to immune stimulus at two of these genes (ITGA4 and ITGB8) and at previously implicated loci (ITGAL and ICAM1). In all four cases, the expression-increasing allele also increases disease risk. We also identified likely causal missense variants in a gene implicated in primary immune deficiency, PLCG2, and a negative regulator of inflammation, SLAMF8. Our results demonstrate that new associations at common variants continue to identify genes relevant to therapeutic target identification and prioritization.	2017	https://ncbi.nlm.nih.gov/pubmed/28067908
19915575	Nat Genet	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	We performed a genome-wide association study (GWAS) in 1,713 individuals of European ancestry with Parkinson's disease (PD) and 3,978 controls. After replication in 3,361 cases and 4,573 controls, we observed two strong association signals, one in the gene encoding alpha-synuclein (SNCA; rs2736990, OR = 1.23, P = 2.24 x 10(-16)) and another at the MAPT locus (rs393152, OR = 0.77, P = 1.95 x 10(-16)). We exchanged data with colleagues performing a GWAS in Japanese PD cases. Association to PD at SNCA was replicated in the Japanese GWAS, confirming this as a major risk locus across populations. We replicated the effect of a new locus detected in the Japanese cohort (PARK16, rs823128, OR = 0.66, P = 7.29 x 10(-8)) and provide supporting evidence that common variation around LRRK2 modulates risk for PD (rs1491923, OR = 1.14, P = 1.55 x 10(-5)). These data demonstrate an unequivocal role for common genetic variants in the etiology of typical PD and suggest population-specific genetic heterogeneity in this disease.	2009	https://ncbi.nlm.nih.gov/pubmed/19915575
33589841	Nat Genet	Genome sequencing analysis identifies new loci associated with Lewy body dementia and provides insights into its genetic architecture.	The genetic basis of Lewy body dementia (LBD) is not well understood. Here, we performed whole-genome sequencing in large cohorts of LBD cases and neurologically healthy controls to study the genetic architecture of this understudied form of dementia, and to generate a resource for the scientific community. Genome-wide association analysis identified five independent risk loci, whereas genome-wide gene-aggregation tests implicated mutations in the gene GBA. Genetic risk scores demonstrate that LBD shares risk profiles and pathways with Alzheimer's disease and Parkinson's disease, providing a deeper molecular understanding of the complex genetic architecture of this age-related neurodegenerative condition.	2021	https://ncbi.nlm.nih.gov/pubmed/33589841
29566793	Neuron	Genome-wide Analyses Identify KIF5A as a Novel ALS Gene.	To identify novel genes associated with ALS, we undertook two lines of investigation. We carried out a genome-wide association study comparing 20,806 ALS cases and 59,804 controls. Independently, we performed a rare variant burden analysis comparing 1,138 index familial ALS cases and 19,494 controls. Through both approaches, we identified kinesin family member 5A (KIF5A) as a novel gene associated with ALS. Interestingly, mutations predominantly in the N-terminal motor domain of KIF5A are causative for two neurodegenerative diseases: hereditary spastic paraplegia (SPG10) and Charcot-Marie-Tooth type 2 (CMT2). In contrast, ALS-associated mutations are primarily located at the C-terminal cargo-binding tail domain and patients harboring loss-of-function mutations displayed an extended survival relative to typical ALS cases. Taken together, these results broaden the phenotype spectrum resulting from mutations in KIF5A and strengthen the role of cytoskeletal defects in the pathogenesis of ALS.	2018	https://ncbi.nlm.nih.gov/pubmed/29566793
32843070	BMC Med Genomics	Genome-wide association meta-analysis for early age-related macular degeneration highlights novel loci and insights for advanced disease.	"BACKGROUND: Advanced age-related macular degeneration (AMD) is a leading cause of blindness. While around half of the genetic contribution to advanced AMD has been uncovered, little is known about the genetic architecture of early AMD.
METHODS: To identify genetic factors for early AMD, we conducted a genome-wide association study (GWAS) meta-analysis (14,034 cases, 91,214 controls, 11 sources of data including the International AMD Genomics Consortium, IAMDGC, and UK Biobank, UKBB). We ascertained early AMD via color fundus photographs by manual grading for 10 sources and via an automated machine learning approach for > 170,000 photographs from UKBB. We searched for early AMD loci via GWAS and via a candidate approach based on 14 previously suggested early AMD variants.
RESULTS: Altogether, we identified 10 independent loci with statistical significance for early AMD: (i) 8 from our GWAS with genome-wide significance (P < 5 × 10
CONCLUSIONS: Our GWAS on early AMD identified novel loci, highlighted shared and distinct genetics between early and advanced AMD and provides insights into AMD etiology. Our data provide a resource comparable in size to the existing IAMDGC data on advanced AMD genetics enabling a joint view. The biological relevance of this joint view is underscored by the ability of early AMD effects to differentiate the major pathways for advanced AMD."	2020	https://ncbi.nlm.nih.gov/pubmed/32843070
29273806	Nat Genet	Multiancestry association study identifies new asthma risk loci that colocalize with immune-cell enhancer marks.	We examined common variation in asthma risk by conducting a meta-analysis of worldwide asthma genome-wide association studies (23,948 asthma cases, 118,538 controls) of individuals from ethnically diverse populations. We identified five new asthma loci, found two new associations at two known asthma loci, established asthma associations at two loci previously implicated in the comorbidity of asthma plus hay fever, and confirmed nine known loci. Investigation of pleiotropy showed large overlaps in genetic variants with autoimmune and inflammatory diseases. The enrichment in enhancer marks at asthma risk loci, especially in immune cells, suggested a major role of these loci in the regulation of immunologically related mechanisms.	2018	https://ncbi.nlm.nih.gov/pubmed/29273806
18204098	N Engl J Med	Association of systemic lupus erythematosus with C8orf13-BLK and ITGAM-ITGAX.	"BACKGROUND: Systemic lupus erythematosus (SLE) is a clinically heterogeneous disease in which the risk of disease is influenced by complex genetic and environmental contributions. Alleles of HLA-DRB1, IRF5, and STAT4 are established susceptibility genes; there is strong evidence for the existence of additional risk loci.
METHODS: We genotyped more than 500,000 single-nucleotide polymorphisms (SNPs) in DNA samples from 1311 case subjects with SLE and 1783 control subjects; all subjects were North Americans of European descent. Genotypes from 1557 additional control subjects were obtained from public data repositories. We measured the association between the SNPs and SLE after applying strict quality-control filters to reduce technical artifacts and to correct for the presence of population stratification. Replication of the top loci was performed in 793 case subjects and 857 control subjects from Sweden.
RESULTS: Genetic variation in the region upstream from the transcription initiation site of the gene encoding B lymphoid tyrosine kinase (BLK) and C8orf13 (chromosome 8p23.1) was associated with disease risk in both the U.S. and Swedish case-control series (rs13277113; odds ratio, 1.39; P=1x10(-10)) and also with altered levels of messenger RNA in B-cell lines. In addition, variants on chromosome 16p11.22, near the genes encoding integrin alpha M (ITGAM, or CD11b) and integrin alpha X (ITGAX), were associated with SLE in the combined sample (rs11574637; odds ratio, 1.33; P=3x10(-11)).
CONCLUSIONS: We identified and then confirmed through replication two new genetic loci for SLE: a promoter-region allele associated with reduced expression of BLK and increased expression of C8orf13 and variants in the ITGAM-ITGAX region."	2008	https://ncbi.nlm.nih.gov/pubmed/18204098
21378990	Nat Genet	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	We performed a meta-analysis of 14 genome-wide association studies of coronary artery disease (CAD) comprising 22,233 individuals with CAD (cases) and 64,762 controls of European descent followed by genotyping of top association signals in 56,682 additional individuals. This analysis identified 13 loci newly associated with CAD at P < 5 × 10⁻⁸ and confirmed the association of 10 of 12 previously reported CAD loci. The 13 new loci showed risk allele frequencies ranging from 0.13 to 0.91 and were associated with a 6% to 17% increase in the risk of CAD per allele. Notably, only three of the new loci showed significant association with traditional CAD risk factors and the majority lie in gene regions not previously implicated in the pathogenesis of CAD. Finally, five of the new CAD risk loci appear to have pleiotropic effects, showing strong association with various other human diseases or traits.	2011	https://ncbi.nlm.nih.gov/pubmed/21378990
33307546	Nature	Genetic mechanisms of critical illness in COVID-19.	Host-mediated lung inflammation is present	2021	https://ncbi.nlm.nih.gov/pubmed/33307546
